date,Coronavirus_unscaled,Coronavirus_monthly,isPartial,scale,Coronavirus
2013-06-15,18,0.0,,0.0,0.0
2013-06-16,0,0.0,,0.0,0.0
2013-06-17,27,0.0,,0.0,0.0
2013-06-18,0,0.0,,0.0,0.0
2013-06-19,7,0.0,,0.0,0.0
2013-06-20,14,0.0,,0.0,0.0
2013-06-21,21,0.0,,0.0,0.0
2013-06-22,9,0.0,,0.0,0.0
2013-06-23,9,0.0,,0.0,0.0
2013-06-24,7,0.0,,0.0,0.0
2013-06-25,14,0.0,,0.0,0.0
2013-06-26,13,0.0,,0.0,0.0
2013-06-27,48,0.0,,0.0,0.0
2013-06-28,21,0.0,,0.0,0.0
2013-06-29,9,0.0,,0.0,0.0
2013-06-30,9,0.0,,0.0,0.0
2013-07-01,8,0.0,False,0.0,0.0
2013-07-02,8,0.0,,0.0,0.0
2013-07-03,9,0.0,,0.0,0.0
2013-07-04,0,0.0,,0.0,0.0
2013-07-05,100,0.0,,0.0,0.0
2013-07-06,32,0.0,,0.0,0.0
2013-07-07,32,0.0,,0.0,0.0
2013-07-08,17,0.0,,0.0,0.0
2013-07-09,41,0.0,,0.0,0.0
2013-07-10,25,0.0,,0.0,0.0
2013-07-11,9,0.0,,0.0,0.0
2013-07-12,17,0.0,,0.0,0.0
2013-07-13,10,0.0,,0.0,0.0
2013-07-14,41,0.0,,0.0,0.0
2013-07-15,8,0.0,,0.0,0.0
2013-07-16,8,0.0,,0.0,0.0
2013-07-17,8,0.0,,0.0,0.0
2013-07-18,17,0.0,,0.0,0.0
2013-07-19,9,0.0,,0.0,0.0
2013-07-20,0,0.0,,0.0,0.0
2013-07-21,0,0.0,,0.0,0.0
2013-07-22,16,0.0,,0.0,0.0
2013-07-23,16,0.0,,0.0,0.0
2013-07-24,8,0.0,,0.0,0.0
2013-07-25,0,0.0,,0.0,0.0
2013-07-26,0,0.0,,0.0,0.0
2013-07-27,11,0.0,,0.0,0.0
2013-07-28,0,0.0,,0.0,0.0
2013-07-29,8,0.0,,0.0,0.0
2013-07-30,17,0.0,,0.0,0.0
2013-07-31,0,0.0,,0.0,0.0
2013-08-01,14,0.0,False,0.0,0.0
2013-08-02,0,0.0,,0.0,0.0
2013-08-03,0,0.0,,0.0,0.0
2013-08-04,0,0.0,,0.0,0.0
2013-08-05,27,0.0,,0.0,0.0
2013-08-06,13,0.0,,0.0,0.0
2013-08-07,14,0.0,,0.0,0.0
2013-08-08,27,0.0,,0.0,0.0
2013-08-09,28,0.0,,0.0,0.0
2013-08-10,34,0.0,,0.0,0.0
2013-08-11,0,0.0,,0.0,0.0
2013-08-12,0,0.0,,0.0,0.0
2013-08-13,0,0.0,,0.0,0.0
2013-08-14,27,0.0,,0.0,0.0
2013-08-15,14,0.0,,0.0,0.0
2013-08-16,14,0.0,,0.0,0.0
2013-08-17,51,0.0,,0.0,0.0
2013-08-18,68,0.0,,0.0,0.0
2013-08-19,27,0.0,,0.0,0.0
2013-08-20,67,0.0,,0.0,0.0
2013-08-21,14,0.0,,0.0,0.0
2013-08-22,27,0.0,,0.0,0.0
2013-08-23,14,0.0,,0.0,0.0
2013-08-24,100,0.0,,0.0,0.0
2013-08-25,67,0.0,,0.0,0.0
2013-08-26,53,0.0,,0.0,0.0
2013-08-27,39,0.0,,0.0,0.0
2013-08-28,39,0.0,,0.0,0.0
2013-08-29,54,0.0,,0.0,0.0
2013-08-30,42,0.0,,0.0,0.0
2013-08-31,0,0.0,,0.0,0.0
2013-09-01,0,0.0,False,0.0,0.0
2013-09-02,18,0.0,,0.0,0.0
2013-09-03,16,0.0,,0.0,0.0
2013-09-04,40,0.0,,0.0,0.0
2013-09-05,40,0.0,,0.0,0.0
2013-09-06,49,0.0,,0.0,0.0
2013-09-07,10,0.0,,0.0,0.0
2013-09-08,19,0.0,,0.0,0.0
2013-09-09,24,0.0,,0.0,0.0
2013-09-10,0,0.0,,0.0,0.0
2013-09-11,8,0.0,,0.0,0.0
2013-09-12,16,0.0,,0.0,0.0
2013-09-13,24,0.0,,0.0,0.0
2013-09-14,10,0.0,,0.0,0.0
2013-09-15,19,0.0,,0.0,0.0
2013-09-16,31,0.0,,0.0,0.0
2013-09-17,54,0.0,,0.0,0.0
2013-09-18,8,0.0,,0.0,0.0
2013-09-19,55,0.0,,0.0,0.0
2013-09-20,100,0.0,,0.0,0.0
2013-09-21,10,0.0,,0.0,0.0
2013-09-22,39,0.0,,0.0,0.0
2013-09-23,32,0.0,,0.0,0.0
2013-09-24,24,0.0,,0.0,0.0
2013-09-25,24,0.0,,0.0,0.0
2013-09-26,41,0.0,,0.0,0.0
2013-09-27,26,0.0,,0.0,0.0
2013-09-28,61,0.0,,0.0,0.0
2013-09-29,20,0.0,,0.0,0.0
2013-09-30,24,0.0,,0.0,0.0
2013-10-01,64,0.0,False,0.0,0.0
2013-10-02,16,0.0,,0.0,0.0
2013-10-03,17,0.0,,0.0,0.0
2013-10-04,17,0.0,,0.0,0.0
2013-10-05,0,0.0,,0.0,0.0
2013-10-06,0,0.0,,0.0,0.0
2013-10-07,16,0.0,,0.0,0.0
2013-10-08,16,0.0,,0.0,0.0
2013-10-09,0,0.0,,0.0,0.0
2013-10-10,50,0.0,,0.0,0.0
2013-10-11,87,0.0,,0.0,0.0
2013-10-12,0,0.0,,0.0,0.0
2013-10-13,0,0.0,,0.0,0.0
2013-10-14,0,0.0,,0.0,0.0
2013-10-15,16,0.0,,0.0,0.0
2013-10-16,33,0.0,,0.0,0.0
2013-10-17,33,0.0,,0.0,0.0
2013-10-18,17,0.0,,0.0,0.0
2013-10-19,21,0.0,,0.0,0.0
2013-10-20,0,0.0,,0.0,0.0
2013-10-21,49,0.0,,0.0,0.0
2013-10-22,0,0.0,,0.0,0.0
2013-10-23,32,0.0,,0.0,0.0
2013-10-24,33,0.0,,0.0,0.0
2013-10-25,17,0.0,,0.0,0.0
2013-10-26,21,0.0,,0.0,0.0
2013-10-27,0,0.0,,0.0,0.0
2013-10-28,16,0.0,,0.0,0.0
2013-10-29,80,0.0,,0.0,0.0
2013-10-30,49,0.0,,0.0,0.0
2013-10-31,100,0.0,,0.0,0.0
2013-11-01,73,0.0,False,0.0,0.0
2013-11-02,42,0.0,,0.0,0.0
2013-11-03,42,0.0,,0.0,0.0
2013-11-04,100,0.0,,0.0,0.0
2013-11-05,33,0.0,,0.0,0.0
2013-11-06,33,0.0,,0.0,0.0
2013-11-07,66,0.0,,0.0,0.0
2013-11-08,69,0.0,,0.0,0.0
2013-11-09,42,0.0,,0.0,0.0
2013-11-10,42,0.0,,0.0,0.0
2013-11-11,34,0.0,,0.0,0.0
2013-11-12,33,0.0,,0.0,0.0
2013-11-13,0,0.0,,0.0,0.0
2013-11-14,0,0.0,,0.0,0.0
2013-11-15,68,0.0,,0.0,0.0
2013-11-16,0,0.0,,0.0,0.0
2013-11-17,80,0.0,,0.0,0.0
2013-11-18,33,0.0,,0.0,0.0
2013-11-19,32,0.0,,0.0,0.0
2013-11-20,33,0.0,,0.0,0.0
2013-11-21,0,0.0,,0.0,0.0
2013-11-22,35,0.0,,0.0,0.0
2013-11-23,0,0.0,,0.0,0.0
2013-11-24,41,0.0,,0.0,0.0
2013-11-25,33,0.0,,0.0,0.0
2013-11-26,66,0.0,,0.0,0.0
2013-11-27,0,0.0,,0.0,0.0
2013-11-28,0,0.0,,0.0,0.0
2013-11-29,0,0.0,,0.0,0.0
2013-11-30,40,0.0,,0.0,0.0
2013-12-01,100,0.0,False,0.0,0.0
2013-12-02,17,0.0,,0.0,0.0
2013-12-03,50,0.0,,0.0,0.0
2013-12-04,17,0.0,,0.0,0.0
2013-12-05,51,0.0,,0.0,0.0
2013-12-06,0,0.0,,0.0,0.0
2013-12-07,0,0.0,,0.0,0.0
2013-12-08,42,0.0,,0.0,0.0
2013-12-09,17,0.0,,0.0,0.0
2013-12-10,0,0.0,,0.0,0.0
2013-12-11,18,0.0,,0.0,0.0
2013-12-12,37,0.0,,0.0,0.0
2013-12-13,37,0.0,,0.0,0.0
2013-12-14,0,0.0,,0.0,0.0
2013-12-15,0,0.0,,0.0,0.0
2013-12-16,0,0.0,,0.0,0.0
2013-12-17,18,0.0,,0.0,0.0
2013-12-18,0,0.0,,0.0,0.0
2013-12-19,37,0.0,,0.0,0.0
2013-12-20,59,0.0,,0.0,0.0
2013-12-21,70,0.0,,0.0,0.0
2013-12-22,24,0.0,,0.0,0.0
2013-12-23,0,0.0,,0.0,0.0
2013-12-24,0,0.0,,0.0,0.0
2013-12-25,54,0.0,,0.0,0.0
2013-12-26,21,0.0,,0.0,0.0
2013-12-27,61,0.0,,0.0,0.0
2013-12-28,23,0.0,,0.0,0.0
2013-12-29,0,0.0,,0.0,0.0
2013-12-30,38,0.0,,0.0,0.0
2013-12-31,40,0.0,,0.0,0.0
2014-01-01,27,0.0,False,0.0,0.0
2014-01-02,63,0.0,,0.0,0.0
2014-01-03,64,0.0,,0.0,0.0
2014-01-04,24,0.0,,0.0,0.0
2014-01-05,24,0.0,,0.0,0.0
2014-01-06,41,0.0,,0.0,0.0
2014-01-07,40,0.0,,0.0,0.0
2014-01-08,21,0.0,,0.0,0.0
2014-01-09,41,0.0,,0.0,0.0
2014-01-10,0,0.0,,0.0,0.0
2014-01-11,0,0.0,,0.0,0.0
2014-01-12,25,0.0,,0.0,0.0
2014-01-13,41,0.0,,0.0,0.0
2014-01-14,20,0.0,,0.0,0.0
2014-01-15,0,0.0,,0.0,0.0
2014-01-16,0,0.0,,0.0,0.0
2014-01-17,21,0.0,,0.0,0.0
2014-01-18,76,0.0,,0.0,0.0
2014-01-19,0,0.0,,0.0,0.0
2014-01-20,0,0.0,,0.0,0.0
2014-01-21,40,0.0,,0.0,0.0
2014-01-22,100,0.0,,0.0,0.0
2014-01-23,20,0.0,,0.0,0.0
2014-01-24,41,0.0,,0.0,0.0
2014-01-25,24,0.0,,0.0,0.0
2014-01-26,0,0.0,,0.0,0.0
2014-01-27,97,0.0,,0.0,0.0
2014-01-28,20,0.0,,0.0,0.0
2014-01-29,60,0.0,,0.0,0.0
2014-01-30,41,0.0,,0.0,0.0
2014-01-31,41,0.0,,0.0,0.0
2014-02-01,0,0.0,False,0.0,0.0
2014-02-02,25,0.0,,0.0,0.0
2014-02-03,0,0.0,,0.0,0.0
2014-02-04,21,0.0,,0.0,0.0
2014-02-05,21,0.0,,0.0,0.0
2014-02-06,31,0.0,,0.0,0.0
2014-02-07,100,0.0,,0.0,0.0
2014-02-08,25,0.0,,0.0,0.0
2014-02-09,50,0.0,,0.0,0.0
2014-02-10,20,0.0,,0.0,0.0
2014-02-11,20,0.0,,0.0,0.0
2014-02-12,41,0.0,,0.0,0.0
2014-02-13,42,0.0,,0.0,0.0
2014-02-14,44,0.0,,0.0,0.0
2014-02-15,26,0.0,,0.0,0.0
2014-02-16,0,0.0,,0.0,0.0
2014-02-17,43,0.0,,0.0,0.0
2014-02-18,41,0.0,,0.0,0.0
2014-02-19,84,0.0,,0.0,0.0
2014-02-20,42,0.0,,0.0,0.0
2014-02-21,86,0.0,,0.0,0.0
2014-02-22,78,0.0,,0.0,0.0
2014-02-23,0,0.0,,0.0,0.0
2014-02-24,83,0.0,,0.0,0.0
2014-02-25,40,0.0,,0.0,0.0
2014-02-26,62,0.0,,0.0,0.0
2014-02-27,0,0.0,,0.0,0.0
2014-02-28,86,0.0,,0.0,0.0
2014-03-01,0,0.0,False,0.0,0.0
2014-03-02,30,0.0,,0.0,0.0
2014-03-03,48,0.0,,0.0,0.0
2014-03-04,49,0.0,,0.0,0.0
2014-03-05,50,0.0,,0.0,0.0
2014-03-06,50,0.0,,0.0,0.0
2014-03-07,26,0.0,,0.0,0.0
2014-03-08,0,0.0,,0.0,0.0
2014-03-09,0,0.0,,0.0,0.0
2014-03-10,100,0.0,,0.0,0.0
2014-03-11,0,0.0,,0.0,0.0
2014-03-12,25,0.0,,0.0,0.0
2014-03-13,50,0.0,,0.0,0.0
2014-03-14,52,0.0,,0.0,0.0
2014-03-15,0,0.0,,0.0,0.0
2014-03-16,30,0.0,,0.0,0.0
2014-03-17,50,0.0,,0.0,0.0
2014-03-18,0,0.0,,0.0,0.0
2014-03-19,50,0.0,,0.0,0.0
2014-03-20,0,0.0,,0.0,0.0
2014-03-21,79,0.0,,0.0,0.0
2014-03-22,63,0.0,,0.0,0.0
2014-03-23,0,0.0,,0.0,0.0
2014-03-24,25,0.0,,0.0,0.0
2014-03-25,25,0.0,,0.0,0.0
2014-03-26,50,0.0,,0.0,0.0
2014-03-27,77,0.0,,0.0,0.0
2014-03-28,52,0.0,,0.0,0.0
2014-03-29,0,0.0,,0.0,0.0
2014-03-30,61,0.0,,0.0,0.0
2014-03-31,0,0.0,,0.0,0.0
2014-04-01,36,0.0,False,0.0,0.0
2014-04-02,24,0.0,,0.0,0.0
2014-04-03,37,0.0,,0.0,0.0
2014-04-04,0,0.0,,0.0,0.0
2014-04-05,16,0.0,,0.0,0.0
2014-04-06,15,0.0,,0.0,0.0
2014-04-07,12,0.0,,0.0,0.0
2014-04-08,12,0.0,,0.0,0.0
2014-04-09,12,0.0,,0.0,0.0
2014-04-10,25,0.0,,0.0,0.0
2014-04-11,0,0.0,,0.0,0.0
2014-04-12,16,0.0,,0.0,0.0
2014-04-13,16,0.0,,0.0,0.0
2014-04-14,24,0.0,,0.0,0.0
2014-04-15,24,0.0,,0.0,0.0
2014-04-16,87,0.0,,0.0,0.0
2014-04-17,39,0.0,,0.0,0.0
2014-04-18,82,0.0,,0.0,0.0
2014-04-19,16,0.0,,0.0,0.0
2014-04-20,33,0.0,,0.0,0.0
2014-04-21,77,0.0,,0.0,0.0
2014-04-22,25,0.0,,0.0,0.0
2014-04-23,12,0.0,,0.0,0.0
2014-04-24,100,0.0,,0.0,0.0
2014-04-25,13,0.0,,0.0,0.0
2014-04-26,80,0.0,,0.0,0.0
2014-04-27,46,0.0,,0.0,0.0
2014-04-28,61,0.0,,0.0,0.0
2014-04-29,24,0.0,,0.0,0.0
2014-04-30,48,0.0,,0.0,0.0
2014-05-01,16,0.0,False,0.0,0.0
2014-05-02,100,0.0,,0.0,0.0
2014-05-03,60,0.0,,0.0,0.0
2014-05-04,26,0.0,,0.0,0.0
2014-05-05,11,0.0,,0.0,0.0
2014-05-06,42,0.0,,0.0,0.0
2014-05-07,16,0.0,,0.0,0.0
2014-05-08,16,0.0,,0.0,0.0
2014-05-09,11,0.0,,0.0,0.0
2014-05-10,20,0.0,,0.0,0.0
2014-05-11,28,0.0,,0.0,0.0
2014-05-12,21,0.0,,0.0,0.0
2014-05-13,47,0.0,,0.0,0.0
2014-05-14,27,0.0,,0.0,0.0
2014-05-15,16,0.0,,0.0,0.0
2014-05-16,11,0.0,,0.0,0.0
2014-05-17,21,0.0,,0.0,0.0
2014-05-18,27,0.0,,0.0,0.0
2014-05-19,11,0.0,,0.0,0.0
2014-05-20,33,0.0,,0.0,0.0
2014-05-21,6,0.0,,0.0,0.0
2014-05-22,6,0.0,,0.0,0.0
2014-05-23,13,0.0,,0.0,0.0
2014-05-24,16,0.0,,0.0,0.0
2014-05-25,17,0.0,,0.0,0.0
2014-05-26,8,0.0,,0.0,0.0
2014-05-27,18,0.0,,0.0,0.0
2014-05-28,0,0.0,,0.0,0.0
2014-05-29,6,0.0,,0.0,0.0
2014-05-30,19,0.0,,0.0,0.0
2014-05-31,0,0.0,,0.0,0.0
2014-06-01,0,0.0,False,0.0,0.0
2014-06-02,38,0.0,,0.0,0.0
2014-06-03,38,0.0,,0.0,0.0
2014-06-04,0,0.0,,0.0,0.0
2014-06-05,39,0.0,,0.0,0.0
2014-06-06,40,0.0,,0.0,0.0
2014-06-07,0,0.0,,0.0,0.0
2014-06-08,0,0.0,,0.0,0.0
2014-06-09,76,0.0,,0.0,0.0
2014-06-10,77,0.0,,0.0,0.0
2014-06-11,38,0.0,,0.0,0.0
2014-06-12,38,0.0,,0.0,0.0
2014-06-13,40,0.0,,0.0,0.0
2014-06-14,100,0.0,,0.0,0.0
2014-06-15,52,0.0,,0.0,0.0
2014-06-16,0,0.0,,0.0,0.0
2014-06-17,0,0.0,,0.0,0.0
2014-06-18,77,0.0,,0.0,0.0
2014-06-19,79,0.0,,0.0,0.0
2014-06-20,0,0.0,,0.0,0.0
2014-06-21,49,0.0,,0.0,0.0
2014-06-22,0,0.0,,0.0,0.0
2014-06-23,39,0.0,,0.0,0.0
2014-06-24,0,0.0,,0.0,0.0
2014-06-25,0,0.0,,0.0,0.0
2014-06-26,78,0.0,,0.0,0.0
2014-06-27,40,0.0,,0.0,0.0
2014-06-28,0,0.0,,0.0,0.0
2014-06-29,0,0.0,,0.0,0.0
2014-06-30,0,0.0,,0.0,0.0
2014-07-01,33,0.0,False,0.0,0.0
2014-07-02,0,0.0,,0.0,0.0
2014-07-03,0,0.0,,0.0,0.0
2014-07-04,0,0.0,,0.0,0.0
2014-07-05,0,0.0,,0.0,0.0
2014-07-06,0,0.0,,0.0,0.0
2014-07-07,0,0.0,,0.0,0.0
2014-07-08,33,0.0,,0.0,0.0
2014-07-09,100,0.0,,0.0,0.0
2014-07-10,0,0.0,,0.0,0.0
2014-07-11,0,0.0,,0.0,0.0
2014-07-12,0,0.0,,0.0,0.0
2014-07-13,0,0.0,,0.0,0.0
2014-07-14,66,0.0,,0.0,0.0
2014-07-15,0,0.0,,0.0,0.0
2014-07-16,0,0.0,,0.0,0.0
2014-07-17,0,0.0,,0.0,0.0
2014-07-18,35,0.0,,0.0,0.0
2014-07-19,42,0.0,,0.0,0.0
2014-07-20,0,0.0,,0.0,0.0
2014-07-21,66,0.0,,0.0,0.0
2014-07-22,33,0.0,,0.0,0.0
2014-07-23,34,0.0,,0.0,0.0
2014-07-24,33,0.0,,0.0,0.0
2014-07-25,35,0.0,,0.0,0.0
2014-07-26,41,0.0,,0.0,0.0
2014-07-27,0,0.0,,0.0,0.0
2014-07-28,0,0.0,,0.0,0.0
2014-07-29,0,0.0,,0.0,0.0
2014-07-30,0,0.0,,0.0,0.0
2014-07-31,33,0.0,,0.0,0.0
2014-08-01,35,0.0,False,0.0,0.0
2014-08-02,42,0.0,,0.0,0.0
2014-08-03,0,0.0,,0.0,0.0
2014-08-04,33,0.0,,0.0,0.0
2014-08-05,33,0.0,,0.0,0.0
2014-08-06,0,0.0,,0.0,0.0
2014-08-07,51,0.0,,0.0,0.0
2014-08-08,0,0.0,,0.0,0.0
2014-08-09,85,0.0,,0.0,0.0
2014-08-10,42,0.0,,0.0,0.0
2014-08-11,33,0.0,,0.0,0.0
2014-08-12,64,0.0,,0.0,0.0
2014-08-13,0,0.0,,0.0,0.0
2014-08-14,100,0.0,,0.0,0.0
2014-08-15,34,0.0,,0.0,0.0
2014-08-16,0,0.0,,0.0,0.0
2014-08-17,0,0.0,,0.0,0.0
2014-08-18,33,0.0,,0.0,0.0
2014-08-19,66,0.0,,0.0,0.0
2014-08-20,33,0.0,,0.0,0.0
2014-08-21,33,0.0,,0.0,0.0
2014-08-22,0,0.0,,0.0,0.0
2014-08-23,0,0.0,,0.0,0.0
2014-08-24,41,0.0,,0.0,0.0
2014-08-25,32,0.0,,0.0,0.0
2014-08-26,0,0.0,,0.0,0.0
2014-08-27,98,0.0,,0.0,0.0
2014-08-28,0,0.0,,0.0,0.0
2014-08-29,34,0.0,,0.0,0.0
2014-08-30,0,0.0,,0.0,0.0
2014-08-31,0,0.0,,0.0,0.0
2014-09-01,0,0.0,False,0.0,0.0
2014-09-02,0,0.0,,0.0,0.0
2014-09-03,0,0.0,,0.0,0.0
2014-09-04,67,0.0,,0.0,0.0
2014-09-05,0,0.0,,0.0,0.0
2014-09-06,0,0.0,,0.0,0.0
2014-09-07,42,0.0,,0.0,0.0
2014-09-08,0,0.0,,0.0,0.0
2014-09-09,32,0.0,,0.0,0.0
2014-09-10,67,0.0,,0.0,0.0
2014-09-11,0,0.0,,0.0,0.0
2014-09-12,34,0.0,,0.0,0.0
2014-09-13,42,0.0,,0.0,0.0
2014-09-14,85,0.0,,0.0,0.0
2014-09-15,0,0.0,,0.0,0.0
2014-09-16,33,0.0,,0.0,0.0
2014-09-17,100,0.0,,0.0,0.0
2014-09-18,0,0.0,,0.0,0.0
2014-09-19,35,0.0,,0.0,0.0
2014-09-20,0,0.0,,0.0,0.0
2014-09-21,0,0.0,,0.0,0.0
2014-09-22,0,0.0,,0.0,0.0
2014-09-23,33,0.0,,0.0,0.0
2014-09-24,0,0.0,,0.0,0.0
2014-09-25,34,0.0,,0.0,0.0
2014-09-26,0,0.0,,0.0,0.0
2014-09-27,0,0.0,,0.0,0.0
2014-09-28,43,0.0,,0.0,0.0
2014-09-29,33,0.0,,0.0,0.0
2014-09-30,33,0.0,,0.0,0.0
2014-10-01,0,0.0,False,0.0,0.0
2014-10-02,0,0.0,,0.0,0.0
2014-10-03,70,0.0,,0.0,0.0
2014-10-04,0,0.0,,0.0,0.0
2014-10-05,0,0.0,,0.0,0.0
2014-10-06,0,0.0,,0.0,0.0
2014-10-07,0,0.0,,0.0,0.0
2014-10-08,33,0.0,,0.0,0.0
2014-10-09,0,0.0,,0.0,0.0
2014-10-10,35,0.0,,0.0,0.0
2014-10-11,0,0.0,,0.0,0.0
2014-10-12,0,0.0,,0.0,0.0
2014-10-13,0,0.0,,0.0,0.0
2014-10-14,32,0.0,,0.0,0.0
2014-10-15,33,0.0,,0.0,0.0
2014-10-16,34,0.0,,0.0,0.0
2014-10-17,0,0.0,,0.0,0.0
2014-10-18,87,0.0,,0.0,0.0
2014-10-19,0,0.0,,0.0,0.0
2014-10-20,34,0.0,,0.0,0.0
2014-10-21,33,0.0,,0.0,0.0
2014-10-22,0,0.0,,0.0,0.0
2014-10-23,100,0.0,,0.0,0.0
2014-10-24,0,0.0,,0.0,0.0
2014-10-25,43,0.0,,0.0,0.0
2014-10-26,0,0.0,,0.0,0.0
2014-10-27,99,0.0,,0.0,0.0
2014-10-28,32,0.0,,0.0,0.0
2014-10-29,65,0.0,,0.0,0.0
2014-10-30,67,0.0,,0.0,0.0
2014-10-31,0,0.0,,0.0,0.0
2014-11-01,0,0.0,False,0.0,0.0
2014-11-02,43,0.0,,0.0,0.0
2014-11-03,69,0.0,,0.0,0.0
2014-11-04,0,0.0,,0.0,0.0
2014-11-05,0,0.0,,0.0,0.0
2014-11-06,33,0.0,,0.0,0.0
2014-11-07,0,0.0,,0.0,0.0
2014-11-08,87,0.0,,0.0,0.0
2014-11-09,43,0.0,,0.0,0.0
2014-11-10,0,0.0,,0.0,0.0
2014-11-11,67,0.0,,0.0,0.0
2014-11-12,0,0.0,,0.0,0.0
2014-11-13,100,0.0,,0.0,0.0
2014-11-14,34,0.0,,0.0,0.0
2014-11-15,0,0.0,,0.0,0.0
2014-11-16,0,0.0,,0.0,0.0
2014-11-17,65,0.0,,0.0,0.0
2014-11-18,71,0.0,,0.0,0.0
2014-11-19,70,0.0,,0.0,0.0
2014-11-20,0,0.0,,0.0,0.0
2014-11-21,0,0.0,,0.0,0.0
2014-11-22,0,0.0,,0.0,0.0
2014-11-23,42,0.0,,0.0,0.0
2014-11-24,33,0.0,,0.0,0.0
2014-11-25,67,0.0,,0.0,0.0
2014-11-26,0,0.0,,0.0,0.0
2014-11-27,0,0.0,,0.0,0.0
2014-11-28,0,0.0,,0.0,0.0
2014-11-29,83,0.0,,0.0,0.0
2014-11-30,82,0.0,,0.0,0.0
2014-12-01,32,0.0,False,0.0,0.0
2014-12-02,0,0.0,,0.0,0.0
2014-12-03,0,0.0,,0.0,0.0
2014-12-04,0,0.0,,0.0,0.0
2014-12-05,0,0.0,,0.0,0.0
2014-12-06,0,0.0,,0.0,0.0
2014-12-07,42,0.0,,0.0,0.0
2014-12-08,34,0.0,,0.0,0.0
2014-12-09,100,0.0,,0.0,0.0
2014-12-10,34,0.0,,0.0,0.0
2014-12-11,0,0.0,,0.0,0.0
2014-12-12,71,0.0,,0.0,0.0
2014-12-13,44,0.0,,0.0,0.0
2014-12-14,0,0.0,,0.0,0.0
2014-12-15,35,0.0,,0.0,0.0
2014-12-16,70,0.0,,0.0,0.0
2014-12-17,0,0.0,,0.0,0.0
2014-12-18,0,0.0,,0.0,0.0
2014-12-19,0,0.0,,0.0,0.0
2014-12-20,92,0.0,,0.0,0.0
2014-12-21,0,0.0,,0.0,0.0
2014-12-22,0,0.0,,0.0,0.0
2014-12-23,0,0.0,,0.0,0.0
2014-12-24,45,0.0,,0.0,0.0
2014-12-25,0,0.0,,0.0,0.0
2014-12-26,44,0.0,,0.0,0.0
2014-12-27,0,0.0,,0.0,0.0
2014-12-28,0,0.0,,0.0,0.0
2014-12-29,0,0.0,,0.0,0.0
2014-12-30,0,0.0,,0.0,0.0
2014-12-31,40,0.0,,0.0,0.0
2015-01-01,73,0.0,False,0.0,0.0
2015-01-02,0,0.0,,0.0,0.0
2015-01-03,0,0.0,,0.0,0.0
2015-01-04,66,0.0,,0.0,0.0
2015-01-05,28,0.0,,0.0,0.0
2015-01-06,55,0.0,,0.0,0.0
2015-01-07,27,0.0,,0.0,0.0
2015-01-08,0,0.0,,0.0,0.0
2015-01-09,28,0.0,,0.0,0.0
2015-01-10,67,0.0,,0.0,0.0
2015-01-11,0,0.0,,0.0,0.0
2015-01-12,27,0.0,,0.0,0.0
2015-01-13,27,0.0,,0.0,0.0
2015-01-14,55,0.0,,0.0,0.0
2015-01-15,0,0.0,,0.0,0.0
2015-01-16,28,0.0,,0.0,0.0
2015-01-17,0,0.0,,0.0,0.0
2015-01-18,68,0.0,,0.0,0.0
2015-01-19,29,0.0,,0.0,0.0
2015-01-20,54,0.0,,0.0,0.0
2015-01-21,27,0.0,,0.0,0.0
2015-01-22,27,0.0,,0.0,0.0
2015-01-23,0,0.0,,0.0,0.0
2015-01-24,100,0.0,,0.0,0.0
2015-01-25,0,0.0,,0.0,0.0
2015-01-26,53,0.0,,0.0,0.0
2015-01-27,26,0.0,,0.0,0.0
2015-01-28,54,0.0,,0.0,0.0
2015-01-29,53,0.0,,0.0,0.0
2015-01-30,27,0.0,,0.0,0.0
2015-01-31,66,0.0,,0.0,0.0
2015-02-01,24,0.0,False,0.0,0.0
2015-02-02,39,0.0,,0.0,0.0
2015-02-03,0,0.0,,0.0,0.0
2015-02-04,39,0.0,,0.0,0.0
2015-02-05,40,0.0,,0.0,0.0
2015-02-06,41,0.0,,0.0,0.0
2015-02-07,75,0.0,,0.0,0.0
2015-02-08,76,0.0,,0.0,0.0
2015-02-09,0,0.0,,0.0,0.0
2015-02-10,20,0.0,,0.0,0.0
2015-02-11,60,0.0,,0.0,0.0
2015-02-12,40,0.0,,0.0,0.0
2015-02-13,21,0.0,,0.0,0.0
2015-02-14,51,0.0,,0.0,0.0
2015-02-15,26,0.0,,0.0,0.0
2015-02-16,0,0.0,,0.0,0.0
2015-02-17,80,0.0,,0.0,0.0
2015-02-18,20,0.0,,0.0,0.0
2015-02-19,80,0.0,,0.0,0.0
2015-02-20,83,0.0,,0.0,0.0
2015-02-21,0,0.0,,0.0,0.0
2015-02-22,25,0.0,,0.0,0.0
2015-02-23,39,0.0,,0.0,0.0
2015-02-24,20,0.0,,0.0,0.0
2015-02-25,100,0.0,,0.0,0.0
2015-02-26,20,0.0,,0.0,0.0
2015-02-27,61,0.0,,0.0,0.0
2015-02-28,0,0.0,,0.0,0.0
2015-03-01,34,0.0,False,0.0,0.0
2015-03-02,28,0.0,,0.0,0.0
2015-03-03,14,0.0,,0.0,0.0
2015-03-04,0,0.0,,0.0,0.0
2015-03-05,42,0.0,,0.0,0.0
2015-03-06,0,0.0,,0.0,0.0
2015-03-07,54,0.0,,0.0,0.0
2015-03-08,0,0.0,,0.0,0.0
2015-03-09,14,0.0,,0.0,0.0
